tau,TAMSD_with_walls
26.55,25.951799965777468
26.6,25.91037446132001
26.650000000000002,25.868957560321373
26.700000000000003,25.82737369889362
26.75,25.785465900580935
26.8,25.743032800252905
26.85,25.700079294841057
26.900000000000002,25.657463225641578
26.950000000000003,25.614096109872197
27.0,25.570259666670268
27.05,25.525987021657933
27.1,25.48165430670458
27.150000000000002,25.437342784317703
27.200000000000003,25.39307538229871
27.25,25.348162710634867
27.3,25.303188444837417
27.35,25.258131643719288
27.400000000000002,25.213026114040602
27.450000000000003,25.167133788114928
27.5,25.121338210095402
27.55,25.0757701007129
27.6,25.03023679455383
27.650000000000002,24.98454684250181
27.700000000000003,24.938188587910197
27.75,24.892261296137583
27.8,24.846626400568596
27.85,24.801285795954524
27.900000000000002,24.7558214256851
27.950000000000003,24.710566979470364
28.0,24.665218603407087
28.05,24.6203484661733
28.1,24.576015650445772
28.150000000000002,24.53234852216958
28.200000000000003,24.489352730921237
28.25,24.447299728835663
28.3,24.406074755632567
28.35,24.365154781994573
28.400000000000002,24.32509099580636
28.450000000000003,24.28546270589787
28.5,24.246649457349776
28.55,24.208094482520227
28.6,24.17001566223833
28.650000000000002,24.133148691691957
28.700000000000003,24.09647699948848
28.75,24.060599715039515
28.8,24.025069271466975
28.85,23.989377231490476
28.900000000000002,23.953691703645024
28.950000000000003,23.917931035020807
29.0,23.88232079399774
29.05,23.847137671658793
29.1,23.8119891956258
29.150000000000002,23.77719653984813
29.200000000000003,23.743255515456603
29.25,23.71012653484965
29.3,23.677239134444857
29.35,23.64438193158504
29.400000000000002,23.611771015563576
29.450000000000003,23.5794289968092
29.5,23.547488494229107
29.55,23.515761209490176
29.6,23.484639988166066
29.650000000000002,23.45375469093605
29.700000000000003,23.42314540997742
29.75,23.393320864010196
29.8,23.36407544197964
29.85,23.334785758995903
29.900000000000002,23.305763042628026
29.950000000000003,23.277125984576845
30.0,23.24904048606298
30.05,23.221410948990826
30.1,23.194175154288644
30.150000000000002,23.167416208808493
30.200000000000003,23.141322649645364
30.25,23.115325151753225
30.3,23.089642104327524
30.35,23.06409138375936
30.400000000000002,23.038944637721567
30.450000000000003,23.013710938746453
30.5,22.988813017223787
30.55,22.964018329988242
30.6,22.940166221455907
30.650000000000002,22.91688055506351
30.700000000000003,22.893709246791786
30.75,22.870269340245006
30.8,22.84679695974672
30.85,22.82326697158618
30.900000000000002,22.799821428858614
30.950000000000003,22.776669086610312
31.0,22.75406244177812
31.05,22.732194473769766
31.1,22.7106133592814
31.150000000000002,22.68994488804482
31.200000000000003,22.66899431979744
31.25,22.64764940259774
31.3,22.626673324006322
31.35,22.605261815701056
31.400000000000002,22.584164054418693
31.450000000000003,22.563511367058183
31.5,22.543343249866748
31.55,22.523479591551016
31.6,22.503960165210966
31.650000000000002,22.48462755571734
31.700000000000003,22.466068101305233
31.75,22.448299285729103
31.8,22.430832571172456
31.85,22.414268197841878
31.900000000000002,22.397815057779876
31.950000000000003,22.382104369097487
32.0,22.367572811877803
32.050000000000004,22.354045621983804
32.1,22.34128967223619
32.15,22.329533624249105
32.2,22.31867508976932
32.25,22.309184467931516
32.300000000000004,22.30034392480596
32.35,22.29233508249283
32.4,22.285518143594416
32.45,22.279870473219706
32.5,22.2749954909161
32.550000000000004,22.27146576714887
32.6,22.268569710998626
32.65,22.26666268124958
32.7,22.265965531220296
32.75,22.266444597034894
32.800000000000004,22.26804084550619
32.85,22.271172696129067
32.9,22.275402992553865
32.95,22.280505689639988
33.0,22.287215264344432
33.050000000000004,22.295367605246987
33.1,22.305061860050134
33.15,22.3152369355273
33.2,22.326219874225743
33.25,22.338367947744654
33.300000000000004,22.351631303798243
33.35,22.36583931575923
33.4,22.38078984018071
33.45,22.39700976480347
33.5,22.413904465952022
33.550000000000004,22.431540250985705
33.6,22.450473277958526
33.65,22.470509381148155
33.7,22.491725234756498
33.75,22.51385915386588
33.800000000000004,22.53686244820496
33.85,22.560560665387623
33.9,22.584765039029712
33.95,22.609433902559392
34.0,22.635028886141352
34.050000000000004,22.661165891261415
34.1,22.687753996084773
34.15,22.715016650310222
34.2,22.74286052021091
34.25,22.771600539452713
34.300000000000004,22.800289282227126
34.35,22.829343064494953
34.4,22.859086793020385
34.45,22.88977075837531
34.5,22.920874802126825
34.550000000000004,22.952672224794693
34.6,22.985177116291503
34.65,23.018121378350386
34.7,23.05140579817676
34.75,23.08506571307447
34.800000000000004,23.11896785397333
34.85,23.15323358939279
